id,hit count,url or alias text,source,name,tags,publisher,referring record id,authors,plain text,type,date of publication,top referrals,https://www.nytimes.com/,
2569514818,null,https://twitter.com/jodikantor/status/2569514818,jodikantor,null,,null,,null,Ha'aretz is reporting that Netanyahu refers to Emanuel and Axelrod as "self-hating Jews."  http://bit.ly/1lo7jY,twitter,2009-07-10,null,null,
72858912747028480,null,https://twitter.com/paulmozur/status/72858912747028480,paulmozur,null,,null,,null,RT@stegersaurus damning Haaretz ed. "Israel has existed longer w the occ than w/out it...it's deathly afraid of change"  http://bit.ly/iY4u2f,twitter,2011-05-24,null,null,
812612051667451904,null,https://twitter.com/IKershner/status/812612051667451904,ikershner,null,,null,,null,@BarakRavid had it right in Haaretz. Writing was on the wall.  https://t.co/sE4JtSJiVD,twitter,2016-12-24,null,null,
774695417183367168,null,https://twitter.com/IKershner/status/774695417183367168,ikershner,null,,null,,null,Barak Ravid of Haaretz notes that Netanyahu's "ethnic cleansing" video based on "words that work" from Frank Luntz  https://t.co/UxIJykfkCm,twitter,2016-09-10,null,null,
652448470498967552,null,https://twitter.com/IKershner/status/652448470498967552,ikershner,null,,null,,null,Haaretz today: Amos Harel analysis titled "Long-term terror" above job ad seeking new director for "Peace Now"  http://t.co/H7okSbN3a9,twitter,2015-10-09,null,null,
42384096537739264,null,https://twitter.com/DanaGoldstein/status/42384096537739264,danagoldstein,null,,null,,null,The remnick piece on haaretz in this week's NYer is the kind of think that restores a liberal's faith in the value of a free serious press,twitter,2011-03-01,null,null,
10982590066,null,https://twitter.com/DanaGoldstein/status/10982590066,danagoldstein,null,,null,,null,Haaretz poll finds 69 percent of Israelies believe Obama admin is "fair" or "friendly" toward their country  http://bit.ly/d4L643,twitter,2010-03-24,null,null,
3916930145,null,https://twitter.com/DanaGoldstein/status/3916930145,danagoldstein,null,,null,,null,Must read interview with Gideon Levy Haaretz's West Bank correspondent and an opponent of occupation   http://bit.ly/c1tL4,twitter,2009-09-11,null,null,
229527215610683393,null,https://twitter.com/jmartNYT/status/229527215610683393,jmartnyt,null,,null,,null,RT @PhilipRucker: Sr Israeli official denies Donilon-Netanyahu meeting &amp; showing Iran plans says of Haaretz ...  http://t.co/ZxLNJF7y,twitter,2012-07-29,null,null,
228818212932956160,null,https://twitter.com/jmartNYT/status/228818212932956160,jmartnyt,null,,null,,null,RT @mviser: Haaretz reporter on Romney: "He radiates old-fashioned Am warmth. But when the recording device is ...  http://t.co/BnlHwUBv,twitter,2012-07-27,null,null,
228817606776336384,null,https://twitter.com/jmartNYT/status/228817606776336384,jmartnyt,null,,null,,null,RT @SarahH_CBSNJ: RT @mviser: Front page of today's Haaretz ahead of Romney's visit to Israel  http://t.co/App9CDGU,twitter,2012-07-27,null,null,
1094323810562650114,null,https://twitter.com/marclacey/status/1094323810562650114,marclacey,null,,null,,null,Read to the end and you’ll get this kicker: “Mr. Woodard’s story is etched in the marker. In print. And Braille.”  https://t.co/tixjW7tqKy,twitter,2019-02-09,null,null,
395923547022835712,null,https://twitter.com/FrancescaDonner/status/395923547022835712,francescadonner,null,,null,,null,Could a doodle be the start of something brilliant? It depends on the size of the marker you're holding.  http://t.co/a4NvLdGROE,twitter,2013-10-31,null,null,
485786735184322563,null,https://twitter.com/damiencave/status/485786735184322563,damiencave,null,,null,,null,.@ShayneBenowitz It's Haaretz. And a well-known Israeli columnist. That's what makes it interesting. Still think it's anti-Semitic?,twitter,2014-07-06,null,null,
276314539522400257,null,https://twitter.com/damiencave/status/276314539522400257,damiencave,null,,null,,null,Paging @willieneuman “@fisheri: Haaretz reports that Assad is actively exploring asylum in Latin America.  http://t.co/pEajSwRx”,twitter,2012-12-05,null,null,
606204415788335104,null,https://twitter.com/rickgladstone/status/606204415788335104,rickgladstone,null,,null,,null,"The Iran era is over. We are entering the age of BDS."  Interesting piece in Haaretz  http://t.co/LPH0FPsJN4,twitter,2015-06-03,null,null,
598514143021408256,null,https://twitter.com/rickgladstone/status/598514143021408256,rickgladstone,null,,null,,null,No mention of Palestinian statehood in guidelines for Netanyahu's new government coalition in Israel Haaretz says  http://t.co/m2DRHjLoN6,twitter,2015-05-13,null,null,
375522095834214400,null,https://twitter.com/DanBilefsky/status/375522095834214400,danbilefsky,null,,null,,null,Heartening. #Iranian President wishes Jews 'a blessed Rosh Hashanah' on Twitter Haaretz reports -  http://t.co/f0mewUzzPI,twitter,2013-09-05,null,null,
160009176150581248,null,https://twitter.com/DanBilefsky/status/160009176150581248,danbilefsky,null,,null,,null,Netanyahu denies telling the editor of the Jerusalem Post that the two greatest enemies facing Israel are The New York Times and Haaretz.,twitter,2012-01-19,null,null,
710556154670227457,null,https://twitter.com/CharlesMBlow/status/710556154670227457,charlesmblow,null,,null,,null,Two things the marker doesn't say: 1) Dred was born Sam Blow and 2) they moved to Alabama before Missouri   https://t.co/MGfVcxMBEW,twitter,2016-03-17,null,null,
264845763341856768,null,https://twitter.com/CharlesMBlow/status/264845763341856768,charlesmblow,null,,null,,null,The marker where Bonnie and Clyde were killed. Ppl keep shooting at it/chipping it away...  http://t.co/2lhaBoAL,twitter,2012-11-03,null,null,
